STATE,COUNTY,YEAR,POP
Mississippi,Harrison County,2019,208080
Mississippi,Hinds County,2000,250474
Mississippi,Hinds County,2001,248941
Mississippi,Hinds County,2002,247857
Mississippi,Hinds County,2003,247449
Mississippi,Hinds County,2004,248147
Mississippi,Hinds County,2005,247370
Mississippi,Hinds County,2006,248989
Mississippi,Hinds County,2007,246546
Mississippi,Hinds County,2008,244695
Mississippi,Hinds County,2009,244474
Mississippi,Hinds County,2010,245285
Mississippi,Hinds County,2011,248205
Mississippi,Hinds County,2012,247997
Mississippi,Hinds County,2013,246250
Mississippi,Hinds County,2014,245291
Mississippi,Hinds County,2015,244216
Mississippi,Hinds County,2016,242176
Mississippi,Hinds County,2017,239929
Mississippi,Hinds County,2018,235824
Mississippi,Hinds County,2019,231840
Mississippi,Holmes County,2000,21564
Mississippi,Holmes County,2001,21091
Mississippi,Holmes County,2002,20837
Mississippi,Holmes County,2003,20399
Mississippi,Holmes County,2004,20257
Mississippi,Holmes County,2005,20052
Mississippi,Holmes County,2006,19932
Mississippi,Holmes County,2007,19710
Mississippi,Holmes County,2008,19755
Mississippi,Holmes County,2009,19461
Mississippi,Holmes County,2010,19198
Mississippi,Holmes County,2011,19081
Mississippi,Holmes County,2012,18919
Mississippi,Holmes County,2013,18802
Mississippi,Holmes County,2014,18510
Mississippi,Holmes County,2015,18367
Mississippi,Holmes County,2016,18017
Mississippi,Holmes County,2017,17849
Mississippi,Holmes County,2018,17444
Mississippi,Holmes County,2019,17010
Mississippi,Humphreys County,2000,11106
Mississippi,Humphreys County,2001,10969
Mississippi,Humphreys County,2002,10582
Mississippi,Humphreys County,2003,10351
Mississippi,Humphreys County,2004,10204
Mississippi,Humphreys County,2005,9974
Mississippi,Humphreys County,2006,9840
Mississippi,Humphreys County,2007,9666
Mississippi,Humphreys County,2008,9691
Mississippi,Humphreys County,2009,9517
Mississippi,Humphreys County,2010,9375
Mississippi,Humphreys County,2011,9315
Mississippi,Humphreys County,2012,9211
Mississippi,Humphreys County,2013,8963
Mississippi,Humphreys County,2014,8793
Mississippi,Humphreys County,2015,8705
Mississippi,Humphreys County,2016,8588
Mississippi,Humphreys County,2017,8333
Mississippi,Humphreys County,2018,8256
Mississippi,Humphreys County,2019,8064
Mississippi,Issaquena County,2000,2258
Mississippi,Issaquena County,2001,2157
Mississippi,Issaquena County,2002,2012
Mississippi,Issaquena County,2003,1959
Mississippi,Issaquena County,2004,1813
Mississippi,Issaquena County,2005,1720
Mississippi,Issaquena County,2006,1649
Mississippi,Issaquena County,2007,1552
Mississippi,Issaquena County,2008,1521
Mississippi,Issaquena County,2009,1443
Mississippi,Issaquena County,2010,1406
Mississippi,Issaquena County,2011,1388
Mississippi,Issaquena County,2012,1396
Mississippi,Issaquena County,2013,1406
Mississippi,Issaquena County,2014,1387
Mississippi,Issaquena County,2015,1337
Mississippi,Issaquena County,2016,1326
Mississippi,Issaquena County,2017,1341
Mississippi,Issaquena County,2018,1307
Mississippi,Issaquena County,2019,1327
Mississippi,Itawamba County,2000,22853
Mississippi,Itawamba County,2001,22869
Mississippi,Itawamba County,2002,22859
Mississippi,Itawamba County,2003,23075
Mississippi,Itawamba County,2004,23085
Mississippi,Itawamba County,2005,23254
Mississippi,Itawamba County,2006,23217
Mississippi,Itawamba County,2007,23271
Mississippi,Itawamba County,2008,23412
Mississippi,Itawamba County,2009,23329
Mississippi,Itawamba County,2010,23401
Mississippi,Itawamba County,2011,23269
Mississippi,Itawamba County,2012,23299
Mississippi,Itawamba County,2013,23373
Mississippi,Itawamba County,2014,23397
Mississippi,Itawamba County,2015,23543
Mississippi,Itawamba County,2016,23416
Mississippi,Itawamba County,2017,23499
Mississippi,Itawamba County,2018,23461
Mississippi,Itawamba County,2019,23390
Mississippi,Jackson County,2000,132019
Mississippi,Jackson County,2001,133069
Mississippi,Jackson County,2002,133688
Mississippi,Jackson County,2003,134234
Mississippi,Jackson County,2004,136565
Mississippi,Jackson County,2005,137913
Mississippi,Jackson County,2006,132717
Mississippi,Jackson County,2007,136028
Mississippi,Jackson County,2008,137791
Mississippi,Jackson County,2009,139176
Mississippi,Jackson County,2010,139668
Mississippi,Jackson County,2011,140029
Mississippi,Jackson County,2012,139949
Mississippi,Jackson County,2013,140324
Mississippi,Jackson County,2014,141432
Mississippi,Jackson County,2015,141354
Mississippi,Jackson County,2016,141535
Mississippi,Jackson County,2017,142246
Mississippi,Jackson County,2018,143127
Mississippi,Jackson County,2019,143617
Mississippi,Jasper County,2000,18110
Mississippi,Jasper County,2001,18230
Mississippi,Jasper County,2002,18068
Mississippi,Jasper County,2003,17855
Mississippi,Jasper County,2004,17751
Mississippi,Jasper County,2005,17496
Mississippi,Jasper County,2006,17544
Mississippi,Jasper County,2007,17492
Mississippi,Jasper County,2008,17550
Mississippi,Jasper County,2009,17344
Mississippi,Jasper County,2010,17062
Mississippi,Jasper County,2011,16862
Mississippi,Jasper County,2012,16564
Mississippi,Jasper County,2013,16496
Mississippi,Jasper County,2014,16536
Mississippi,Jasper County,2015,16554
Mississippi,Jasper County,2016,16588
Mississippi,Jasper County,2017,16574
Mississippi,Jasper County,2018,16425
Mississippi,Jasper County,2019,16383
Mississippi,Jefferson County,2000,9649
Mississippi,Jefferson County,2001,9436
Mississippi,Jefferson County,2002,9251
Mississippi,Jefferson County,2003,8929
Mississippi,Jefferson County,2004,8760
Mississippi,Jefferson County,2005,8461
Mississippi,Jefferson County,2006,8241
Mississippi,Jefferson County,2007,8127
Mississippi,Jefferson County,2008,7927
Mississippi,Jefferson County,2009,7842
Mississippi,Jefferson County,2010,7726
Mississippi,Jefferson County,2011,7595
Mississippi,Jefferson County,2012,7679
Mississippi,Jefferson County,2013,7655
Mississippi,Jefferson County,2014,7579
Mississippi,Jefferson County,2015,7503
Mississippi,Jefferson County,2016,7312
Mississippi,Jefferson County,2017,7227
Mississippi,Jefferson County,2018,7093
Mississippi,Jefferson County,2019,6990
Mississippi,Jefferson Davis County,2000,13853
Mississippi,Jefferson Davis County,2001,13630
Mississippi,Jefferson Davis County,2002,13413
Mississippi,Jefferson Davis County,2003,13234
Mississippi,Jefferson Davis County,2004,12932
Mississippi,Jefferson Davis County,2005,12859
Mississippi,Jefferson Davis County,2006,12928
Mississippi,Jefferson Davis County,2007,12749
Mississippi,Jefferson Davis County,2008,12636
Mississippi,Jefferson Davis County,2009,12553
Mississippi,Jefferson Davis County,2010,12487
Mississippi,Jefferson Davis County,2011,12161
Mississippi,Jefferson Davis County,2012,12067
Mississippi,Jefferson Davis County,2013,11944
Mississippi,Jefferson Davis County,2014,11815
Mississippi,Jefferson Davis County,2015,11632
Mississippi,Jefferson Davis County,2016,11436
Mississippi,Jefferson Davis County,2017,11284
Mississippi,Jefferson Davis County,2018,11215
Mississippi,Jefferson Davis County,2019,11128
Mississippi,Jones County,2000,64993
Mississippi,Jones County,2001,64855
Mississippi,Jones County,2002,64916
Mississippi,Jones County,2003,64913
Mississippi,Jones County,2004,65296
Mississippi,Jones County,2005,65871
Mississippi,Jones County,2006,66330
Mississippi,Jones County,2007,66760
Mississippi,Jones County,2008,67318
Mississippi,Jones County,2009,67443
Mississippi,Jones County,2010,67761
Mississippi,Jones County,2011,67927
Mississippi,Jones County,2012,68419
Mississippi,Jones County,2013,68954
Mississippi,Jones County,2014,68396
Mississippi,Jones County,2015,68629
Mississippi,Jones County,2016,68473
Mississippi,Jones County,2017,68364
Mississippi,Jones County,2018,68196
Mississippi,Jones County,2019,68098
Mississippi,Kemper County,2000,10443
Mississippi,Kemper County,2001,10712
Mississippi,Kemper County,2002,10635
Mississippi,Kemper County,2003,10623
Mississippi,Kemper County,2004,10648
Mississippi,Kemper County,2005,10551
Mississippi,Kemper County,2006,10533
Mississippi,Kemper County,2007,10486
Mississippi,Kemper County,2008,10392
Mississippi,Kemper County,2009,10526
Mississippi,Kemper County,2010,10456
Mississippi,Kemper County,2011,10289
Mississippi,Kemper County,2012,10389
Mississippi,Kemper County,2013,10294
Mississippi,Kemper County,2014,10222
Mississippi,Kemper County,2015,10111
Mississippi,Kemper County,2016,10035
Mississippi,Kemper County,2017,10093
Mississippi,Kemper County,2018,9733
Mississippi,Kemper County,2019,9742
Mississippi,Lafayette County,2000,38759
Mississippi,Lafayette County,2001,39292
Mississippi,Lafayette County,2002,39914
Mississippi,Lafayette County,2003,41241
Mississippi,Lafayette County,2004,41840
Mississippi,Lafayette County,2005,42526
Mississippi,Lafayette County,2006,44281
Mississippi,Lafayette County,2007,45027
Mississippi,Lafayette County,2008,45781
Mississippi,Lafayette County,2009,46712
Mississippi,Lafayette County,2010,47351
Mississippi,Lafayette County,2011,48403
Mississippi,Lafayette County,2012,50221
Mississippi,Lafayette County,2013,51565
Mississippi,Lafayette County,2014,52032
Mississippi,Lafayette County,2015,52736
Mississippi,Lafayette County,2016,53476
Mississippi,Lafayette County,2017,54178
Mississippi,Lafayette County,2018,53542
Mississippi,Lafayette County,2019,54019
Mississippi,Lamar County,2000,40211
Mississippi,Lamar County,2001,41100
Mississippi,Lamar County,2002,42377
Mississippi,Lamar County,2003,43379
Mississippi,Lamar County,2004,45001
Mississippi,Lamar County,2005,46684
Mississippi,Lamar County,2006,48850
Mississippi,Lamar County,2007,50920
Mississippi,Lamar County,2008,52772
Mississippi,Lamar County,2009,54197
Mississippi,Lamar County,2010,55658
Mississippi,Lamar County,2011,57375
Mississippi,Lamar County,2012,58143
Mississippi,Lamar County,2013,59170
Mississippi,Lamar County,2014,60153
Mississippi,Lamar County,2015,60966
Mississippi,Lamar County,2016,61364
Mississippi,Lamar County,2017,61536
Mississippi,Lamar County,2018,62637
Mississippi,Lamar County,2019,63343
Mississippi,Lauderdale County,2000,78195
Mississippi,Lauderdale County,2001,77780
Mississippi,Lauderdale County,2002,77979
Mississippi,Lauderdale County,2003,78082
Mississippi,Lauderdale County,2004,78055
Mississippi,Lauderdale County,2005,78082
Mississippi,Lauderdale County,2006,78063
Mississippi,Lauderdale County,2007,78794
Mississippi,Lauderdale County,2008,79665
Mississippi,Lauderdale County,2009,80275
Mississippi,Lauderdale County,2010,80261
Mississippi,Lauderdale County,2011,80648
Mississippi,Lauderdale County,2012,80259
Mississippi,Lauderdale County,2013,80228
Mississippi,Lauderdale County,2014,79266
Mississippi,Lauderdale County,2015,78348
Mississippi,Lauderdale County,2016,77376
Mississippi,Lauderdale County,2017,76309
Mississippi,Lauderdale County,2018,75238
Mississippi,Lauderdale County,2019,74125
Mississippi,Lawrence County,2000,13215
Mississippi,Lawrence County,2001,13235
Mississippi,Lawrence County,2002,13137
Mississippi,Lawrence County,2003,13190
Mississippi,Lawrence County,2004,13149
Mississippi,Lawrence County,2005,13097
Mississippi,Lawrence County,2006,13053
Mississippi,Lawrence County,2007,13043
Mississippi,Lawrence County,2008,13038
Mississippi,Lawrence County,2009,13054
Mississippi,Lawrence County,2010,12929
Mississippi,Lawrence County,2011,12748
Mississippi,Lawrence County,2012,12688
Mississippi,Lawrence County,2013,12597
Mississippi,Lawrence County,2014,12623
Mississippi,Lawrence County,2015,12691
Mississippi,Lawrence County,2016,12812
Mississippi,Lawrence County,2017,12629
Mississippi,Lawrence County,2018,12448
Mississippi,Lawrence County,2019,12586
Mississippi,Leake County,2000,20964
Mississippi,Leake County,2001,21563
Mississippi,Leake County,2002,21884
Mississippi,Leake County,2003,22240
Mississippi,Leake County,2004,22561
Mississippi,Leake County,2005,22869
Mississippi,Leake County,2006,23159
Mississippi,Leake County,2007,23353
Mississippi,Leake County,2008,23641
Mississippi,Leake County,2009,23790
Mississippi,Leake County,2010,23805
Mississippi,Leake County,2011,23256
Mississippi,Leake County,2012,23195
Mississippi,Leake County,2013,23267
Mississippi,Leake County,2014,23181
Mississippi,Leake County,2015,22777
Mississippi,Leake County,2016,22789
Mississippi,Leake County,2017,22819
Mississippi,Leake County,2018,22791
Mississippi,Leake County,2019,22786
Mississippi,Lee County,2000,75876
Mississippi,Lee County,2001,76537
Mississippi,Lee County,2002,76783
Mississippi,Lee County,2003,77480
Mississippi,Lee County,2004,77937
Mississippi,Lee County,2005,78529
Mississippi,Lee County,2006,79684
Mississippi,Lee County,2007,80561
Mississippi,Lee County,2008,81501
Mississippi,Lee County,2009,82436
Mississippi,Lee County,2010,82910
Mississippi,Lee County,2011,84033
Mississippi,Lee County,2012,84798
Mississippi,Lee County,2013,84970
Mississippi,Lee County,2014,84763
Mississippi,Lee County,2015,84740
Mississippi,Lee County,2016,84837
Mississippi,Lee County,2017,85071
Mississippi,Lee County,2018,85276
Mississippi,Lee County,2019,85436
Mississippi,Leflore County,2000,37763
Mississippi,Leflore County,2001,36775
Mississippi,Leflore County,2002,35957
Mississippi,Leflore County,2003,34516
Mississippi,Leflore County,2004,34863
Mississippi,Leflore County,2005,34178
Mississippi,Leflore County,2006,33862
Mississippi,Leflore County,2007,33540
Mississippi,Leflore County,2008,33329
Mississippi,Leflore County,2009,32508
Mississippi,Leflore County,2010,32317
Mississippi,Leflore County,2011,32065
Mississippi,Leflore County,2012,30793
Mississippi,Leflore County,2013,30746
Mississippi,Leflore County,2014,30707
Mississippi,Leflore County,2015,30241
Mississippi,Leflore County,2016,29779
Mississippi,Leflore County,2017,29292
Mississippi,Leflore County,2018,28616
Mississippi,Leflore County,2019,28183
Mississippi,Lincoln County,2000,33163
Mississippi,Lincoln County,2001,33188
Mississippi,Lincoln County,2002,33326
Mississippi,Lincoln County,2003,33407
Mississippi,Lincoln County,2004,33490
Mississippi,Lincoln County,2005,33748
Mississippi,Lincoln County,2006,34248
Mississippi,Lincoln County,2007,34398
Mississippi,Lincoln County,2008,34724
Mississippi,Lincoln County,2009,34877
Mississippi,Lincoln County,2010,34869
Mississippi,Lincoln County,2011,34871
Mississippi,Lincoln County,2012,34846
Mississippi,Lincoln County,2013,34725
Mississippi,Lincoln County,2014,34733
Mississippi,Lincoln County,2015,34522
Mississippi,Lincoln County,2016,34375
Mississippi,Lincoln County,2017,34340
Mississippi,Lincoln County,2018,34210
Mississippi,Lincoln County,2019,34153
Mississippi,Lowndes County,2000,61529
Mississippi,Lowndes County,2001,60958
Mississippi,Lowndes County,2002,60508
Mississippi,Lowndes County,2003,59919
Mississippi,Lowndes County,2004,59699
Mississippi,Lowndes County,2005,59237
Mississippi,Lowndes County,2006,59396
Mississippi,Lowndes County,2007,59355
Mississippi,Lowndes County,2008,59160
Mississippi,Lowndes County,2009,59663
Mississippi,Lowndes County,2010,59779
Mississippi,Lowndes County,2011,59615
Mississippi,Lowndes County,2012,59604
Mississippi,Lowndes County,2013,59803
Mississippi,Lowndes County,2014,59804
Mississippi,Lowndes County,2015,59697
Mississippi,Lowndes County,2016,59549
Mississippi,Lowndes County,2017,59147
Mississippi,Lowndes County,2018,58760
Mississippi,Lowndes County,2019,58595
Mississippi,Madison County,2000,75089
Mississippi,Madison County,2001,76580
Mississippi,Madison County,2002,78092
Mississippi,Madison County,2003,79997
Mississippi,Madison County,2004,82283
Mississippi,Madison County,2005,84846
Mississippi,Madison County,2006,87844
Mississippi,Madison County,2007,90195
Mississippi,Madison County,2008,92274
Mississippi,Madison County,2009,94071
Mississippi,Madison County,2010,95203
Mississippi,Madison County,2011,96956
Mississippi,Madison County,2012,98059
Mississippi,Madison County,2013,99485
Mississippi,Madison County,2014,100841
Mississippi,Madison County,2015,102453
Mississippi,Madison County,2016,103852
Mississippi,Madison County,2017,104584
Mississippi,Madison County,2018,105648
Mississippi,Madison County,2019,106272
Mississippi,Marion County,2000,25616
Mississippi,Marion County,2001,25391
Mississippi,Marion County,2002,25360
Mississippi,Marion County,2003,25497
Mississippi,Marion County,2004,25617
